ID,Query,Baseline(s),PDIS(s),SpeedUp,S1_Time
1,기숙사 신청 기간과 제출 서,1.9603185000014491,5.644855499995174,0.3472752314037313,0.3522566000028746
2,성적 경고 시 장학금 제한 ,0.5841645000036806,0.3490149000135716,1.673752323986641,0.3284526000061305
3,교내 셔틀버스 정류장 위치와,0.3636176999862073,0.44776169999386184,0.8120786123314968,0.42959879999398254
